#每行代表一条运行数据，各字段之间用逗号分隔，分别代表x坐标、y坐标、方向、速度、转向角度。
#x坐标和y坐标：月球车位置
#方向：当前月球车的朝向。值为E、S、W或N
#速度：月球车下一秒的运行速度，单位是格/秒
#转向角度：月球车下一秒的转向角度。值为0、90、180、270
0,0,E,1,0
1,0,E,3,0
4,0,E,1,0
5,0,E,1,0
6,0,E,2,0
8,0,E,3,0
11,0,E,2,90
11,2,S,3,90
8,2,W,2,0
6,2,W,2,90
6,0,N,2,90
8,0,E,2,90
8,2,S,1,0
8,3,S,1,0
8,4,S,2,90
6,4,W,3,90
6,1,N,3,90
9,1,E,3,90
9,4,S,3,90
6,4,W,1,270
6,5,S,1,270
7,5,E,3,0
10,5,E,2,0
12,5,E,3,90
12,8,S,3,270
15,8,E,2,270
15,6,N,2,90
17,6,E,3,0
20,6,E,3,0
23,6,E,2,270
23,4,N,2,0
23,2,N,2,0
23,0,N,2,270
21,0,W,3,0
18,0,W,3,270
18,3,S,3,0
18,6,S,3,90
15,6,W,2,90
15,4,N,2,0
15,2,N,3,270
12,2,W,2,270
12,4,S,1,0
12,5,S,1,90
11,5,W,2,270
11,7,S,3,270
14,7,E,3,0
17,7,E,1,270
17,6,N,3,90
20,6,E,1,270
20,5,N,3,270
17,5,W,1,90
17,4,N,2,90
19,4,E,3,270
19,1,N,1,90
20,1,E,2,90
20,3,S,1,0
20,4,S,3,270
23,4,E,3,270
23,1,N,3,270
20,1,W,3,270
20,4,S,1,0
20,5,S,1,270
21,5,E,1,0
22,5,E,3,90
22,8,S,2,270
24,8,E,3,0
27,8,E,2,0
29,8,E,3,270
29,5,N,2,0
29,3,N,3,0
29,0,N,3,270
26,0,W,2,270
26,2,S,1,0
26,3,S,1,90
25,3,W,2,90
25,1,N,3,270
22,1,W,1,90
22,0,N,1,270
21,0,W,3,270
21,3,S,2,270
23,3,E,3,270
23,0,N,2,270
21,0,W,3,270
21,3,S,3,0
21,6,S,1,90
20,6,W,2,0
18,6,W,1,90
18,5,N,2,0
18,3,N,1,90
19,3,E,1,90
19,4,S,3,270
22,4,E,1,0
23,4,E,3,270
23,1,N,1,0
23,0,N,1,270
22,0,W,2,270
22,2,S,1,270
23,2,E,2,90
23,4,S,1,0
23,5,S,1,90
22,5,W,1,90
22,4,N,2,0
22,2,N,2,0
22,0,N,1,270
21,0,W,2,270
21,2,S,1,270
