0,0,E,1,0
1,0,E,2,0
3,0,E,3,0
6,0,E,2,0
8,0,E,2,90
8,2,S,3,270
11,2,E,2,270
11,0,N,3,90
14,0,E,3,90
14,3,S,3,0
14,6,S,3,90
11,6,W,2,90
11,4,N,1,90
12,4,E,3,270
12,1,N,1,90
13,1,E,2,0
15,1,E,2,90
15,3,S,1,270
16,3,E,3,90
16,6,S,2,90
14,6,W,3,90
14,3,N,3,0
14,0,N,1,90
15,0,E,3,0
18,0,E,2,0
20,0,E,3,90
20,3,S,2,270
22,3,E,3,0
25,3,E,2,270
25,1,N,2,270
23,1,W,1,270
23,2,S,2,90
21,2,W,1,90
21,1,N,1,0
21,0,N,3,270
18,0,W,3,270
18,3,S,2,0
18,5,S,1,270
19,5,E,1,90
19,6,S,2,0
19,8,S,1,90
18,8,W,1,270
18,9,S,3,270
21,9,E,3,0
24,9,E,2,90
24,11,S,1,0
24,12,S,3,270
27,12,E,3,270
27,9,N,1,90
28,9,E,2,270
28,7,N,3,270
25,7,W,3,90
25,4,N,3,270
22,4,W,3,0
19,4,W,1,90
19,3,N,2,90
21,3,E,3,0
24,3,E,2,90
24,5,S,3,0
24,8,S,1,270
25,8,E,3,0
28,8,E,3,270
28,5,N,3,270
25,5,W,2,90
25,3,N,1,0
25,2,N,2,90
27,2,E,1,90
27,3,S,1,90
26,3,W,2,0
24,3,W,3,90
24,0,N,3,270
21,0,W,2,0
19,0,W,1,0
18,0,W,3,270
18,3,S,1,90
17,3,W,1,90
17,2,N,2,270
15,2,W,1,90
15,1,N,1,90
16,1,E,1,0
17,1,E,3,90
17,4,S,3,270
20,4,E,2,270
20,2,N,2,90
22,2,E,2,90
22,4,S,2,90
20,4,W,2,0
18,4,W,1,90
18,3,N,1,90
19,3,E,2,270
19,1,N,3,270
16,1,W,3,270
16,4,S,2,90
14,4,W,1,0
13,4,W,3,270
13,7,S,3,270
16,7,E,1,270
16,6,N,3,270
13,6,W,1,0
12,6,W,1,270
12,7,S,3,270
15,7,E,1,270
15,6,N,3,90
18,6,E,2,90
18,8,S,1,270
19,8,E,2,270
19,6,N,2,270
17,6,W,3,0
14,6,W,2,270
14,8,S,3,0
14,11,S,3,90
11,11,W,3,270
11,14,S,3,0
11,17,S,2,90
9,17,W,2,90
9,15,N,1,90
10,15,E,2,270
10,13,N,3,270
7,13,W,3,0
4,13,W,3,0
1,13,W,3,90
1,10,N,2,0
1,8,N,3,90
4,8,E,1,270
4,7,N,1,0
4,6,N,2,0
4,4,N,1,270
3,4,W,2,0
1,4,W,2,90
1,2,N,1,270
0,2,W,1,270
0,3,S,3,0
0,6,S,2,270
2,6,E,1,90
2,7,S,3,0
2,10,S,1,270
3,10,E,1,270
3,9,N,2,90
5,9,E,2,270
5,7,N,3,270
2,7,W,3,90
2,4,N,3,0
2,1,N,2,270
0,1,W,3,270
0,4,S,2,270
2,4,E,3,270
2,1,N,1,0
2,0,N,1,90
3,0,E,1,0
4,0,E,2,90
4,2,S,1,90
3,2,W,1,270
3,3,S,2,0
3,5,S,3,270
6,5,E,1,270
6,4,N,3,270
3,4,W,2,90
3,2,N,1,90
4,2,E,2,0
6,2,E,1,0
7,2,E,2,0
9,2,E,1,0
10,2,E,2,0
12,2,E,2,90
12,4,S,2,270
14,4,E,3,0
17,4,E,1,270
17,3,N,3,270
14,3,W,2,0
12,3,W,3,270
12,6,S,2,0
12,8,S,1,270
13,8,E,3,270
13,5,N,3,90
16,5,E,3,90
16,8,S,3,270
19,8,E,1,0
20,8,E,2,0
